Item_Weight,Item_Fat_Content,Item_Visibility,Item_MRP,Outlet_Establishment_Year,Item_Outlet_Sales,Item_Type_Breads,Item_Type_Breakfast,Item_Type_Canned,Item_Type_Dairy,Item_Type_Frozen Foods,Item_Type_Fruits and Vegetables,Item_Type_Hard Drinks,Item_Type_Health and Hygiene,Item_Type_Household,Item_Type_Meat,Item_Type_Others,Item_Type_Seafood,Item_Type_Snack Foods,Item_Type_Soft Drinks,Item_Type_Starchy Foods,Outlet_Size_Medium,Outlet_Size_Small,Outlet_Location_Type_Tier 2,Outlet_Location_Type_Tier 3,Outlet_Type_Supermarket Type1,Outlet_Type_Supermarket Type2,Outlet_Type_Supermarket Type3
13.35,0,0.46798308800015637,230.5352,18.0,5.987325461610041,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
18.85,1,0.5170023245645712,250.8724,35.0,6.432584027764034,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
12.857645184135976,1,0.32834779623705773,144.5444,37.0,6.540705262265113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
14.6,0,0.2950986321535707,196.5084,18.0,5.2886753643623905,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0
12.857645184135976,0,0.38609962349335114,107.6938,37.0,3.3639623288411666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13.85,1,0.29585592650742054,165.021,25.0,6.54578405335383,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
13.0,0,0.46398414376800196,45.906,15.0,4.578881875891242,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0
7.645,1,0.40553439996676327,42.3112,18.0,4.832888913942512,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0
11.65,0,0.2684970540893073,39.1164,35.0,3.6534970442681236,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
5.925,1,0.544537142014786,45.5086,24.0,3.2272615233125457,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
12.857645184135976,1,0.416443516208408,43.6454,37.0,2.98233252195392,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
19.25,0,0.5543441659335866,55.7956,24.0,3.1653885781037907,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
18.6,0,0.43237084497048145,96.4436,13.0,5.9840444394705665,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
17.5,0,0.46089308066986556,174.8738,25.0,5.6251150956998535,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
10.0,0,0.4469608158142497,146.7102,23.0,6.438727471275624,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
12.857645184135976,1,0.39042209833312014,128.0678,37.0,6.011415732565347,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
8.85,1,0.48363543597259784,122.5388,13.0,5.3056282840093,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
12.857645184135976,1,0.497469148529176,36.9874,37.0,3.846952200463846,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
12.857645184135976,0,0.2980651554902959,87.6198,37.0,5.682159907728056,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
13.35,0,0.468012588844896,230.6352,25.0,6.297012121363682,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
9.8,0,0.299326005423535,126.002,35.0,5.664420251003105,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
13.6,0,0.4902349948768742,192.9136,23.0,5.874939772749749,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
21.35,0,0.41036024455403186,259.9278,13.0,7.3399249705732466,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
12.15,1,0.3483675461207739,126.5046,35.0,3.813654131276745,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
6.42,0,0.44730725405065075,178.1002,24.0,3.777743708981315,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
10.0,0,0.2957915236732579,265.2226,20.0,7.092345389620159,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
15.85,1,0.49546936536460423,60.622,25.0,5.90062988907478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
12.857645184135976,1,0.6344597434283528,196.8794,37.0,4.504569967020627,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7.39,0,0.40772427866229244,143.8812,25.0,6.167891641680636,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
10.195,0,0.542661588906306,141.5154,35.0,4.5935840765111555,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
9.895,1,0.30615767857190007,117.0492,35.0,4.54393367772327,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
10.895,0,0.4021582938898897,196.3794,15.0,6.161960286786395,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
12.15,0,0.3063818442170732,151.4708,15.0,6.796230486785668,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0
7.905,0,0.21582416674528615,249.0408,13.0,7.211117823825008,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
9.195,0,0.36382077176594896,106.1622,20.0,5.644483733914417,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0
8.365,0,0.41593623629755433,38.0506,23.0,4.526108646470489,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
15.1,0,0.5577217216172505,194.511,25.0,6.8263714189105436,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
12.857645184135976,0,0.3938264092245136,180.0344,37.0,4.643028838689591,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7.97,1,0.34219778978808646,87.3514,20.0,4.83015568595552,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0
12.857645184135976,0,0.22951424893692005,38.2848,37.0,4.044989405406027,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
12.857645184135976,1,0.5316667476843767,51.0692,37.0,3.092797381213199,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
12.857645184135976,0,0.29630853739492374,255.8356,37.0,5.8833138494272275,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
17.7,0,0.5799566218053703,185.4266,24.0,3.2514428472713113,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
19.35,0,0.32101958324252394,172.5738,18.0,6.812306294746333,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0
13.65,1,0.4289870785769123,186.024,20.0,4.886474023420012,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
17.6,0,0.34677515629765804,164.8526,20.0,5.7524141277551095,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0
8.645,0,0.5234468297076211,95.841,25.0,5.5894158977525,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
15.6,1,0.4722124032058031,170.1764,25.0,6.297012121363682,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
15.85,1,0.4953318877549395,59.222,35.0,4.243600616765721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
7.855,0,0.22456615659648646,189.6188,15.0,5.742610779338236,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
7.825,0,0.5711918715022557,254.3698,23.0,7.026713834480498,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
8.39,1,0.2892715008642908,114.0176,25.0,5.745633298866351,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
12.85,0,0.3214995247290706,172.3422,23.0,4.9713415340962515,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
12.857645184135976,0,0.4844839432454436,89.9804,37.0,4.312017624720347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
19.0,0,0.482825503824062,104.9622,15.0,5.289176642321451,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
7.76,0,0.39007283539944987,101.87,25.0,5.369746424564478,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
11.8,1,0.24151276532220065,180.3344,25.0,5.163361084704917,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
16.75,0,0.3562967689085883,187.9556,13.0,6.757194768697232,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
12.857645184135976,0,0.6645007344214255,194.6136,37.0,4.217757678334667,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
12.857645184135976,1,0.31542327912331825,171.3764,37.0,6.148842039982832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
15.5,1,0.5018582320585342,177.0028,15.0,5.849569195338524,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
6.055,0,0.2939680422480135,160.992,18.0,5.971520032848801,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
12.857645184135976,1,0.3392882370876917,155.963,37.0,6.233882242153962,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
6.305,1,0.4974749550955437,95.6436,25.0,4.339952933059199,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
20.85,0,0.34092024633879986,117.2808,23.0,5.239776433692052,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
20.75,0,0.34319138370085367,122.173,24.0,3.8043977040927976,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
8.895,0,0.47217957204243544,39.9138,23.0,4.381690476611735,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
19.6,0,0.3238664890905905,55.1614,20.0,5.125329461936319,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0
19.7,0,0.3761302834318251,57.893,18.0,4.280348408137873,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
9.8,0,0.28995919362417155,114.5492,18.0,5.032625034896397,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0
12.857645184135976,0,0.21337403330459878,120.0414,37.0,4.0500016583485525,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
12.15,0,0.5083707613278815,246.046,23.0,4.994091641033756,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
8.75,1,0.42098989863355085,187.4556,18.0,6.424876355314625,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
12.857645184135976,0,0.30531191238881916,149.9708,37.0,6.646701136228358,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
8.75,1,0.42101643648814485,187.8556,25.0,5.067854670552328,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
13.3,0,0.39936374682467307,151.0708,20.0,5.44501606677353,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
12.857645184135976,1,0.35777909709858463,178.5344,37.0,6.039003429716753,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
8.31,1,0.48749972106054607,179.1028,23.0,6.478679149773513,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
16.75,1,0.2917484776580043,38.7822,35.0,4.348802729032005,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
19.75,0,0.3240497973807702,212.0902,13.0,6.19054686369704,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
17.1,1,0.3602919442519425,141.1838,35.0,5.721299036116777,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
10.5,1,0.4885067716577826,163.121,35.0,5.437283511620884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
12.857645184135976,0,0.6534132678181751,225.372,37.0,4.3653526711483,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
14.15,0,0.3299289868623234,41.4138,35.0,4.545618861735733,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
13.3,0,0.4305388341483052,232.53,25.0,4.394044777820004,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
8.89,0,0.17657603317574974,102.4016,15.0,5.97944063243072,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
12.857645184135976,1,0.40129857552529236,176.937,37.0,3.2190614280810053,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
12.857645184135976,0,0.41531632533316115,121.7098,37.0,6.552775511196554,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
7.5,0,0.31970571251486934,239.0906,23.0,7.127104974459882,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
16.85,1,0.543741792380625,192.4478,15.0,6.805341981138492,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
7.485,0,0.41037572141991013,109.0228,18.0,5.882617567531993,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0
11.6,0,0.34531863022907044,140.3154,15.0,5.888179938499569,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0
11.65,0,0.3422264297417205,227.0694,13.0,4.909297929503345,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
13.0,0,0.3280612430258323,47.5034,15.0,4.367285655340885,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0
12.65,0,0.39794329091094705,159.0578,20.0,5.625520944664836,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0
20.25,1,0.5560637887667965,92.512,24.0,3.259368108192927,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
8.6,1,0.3425583597074176,190.153,18.0,6.123528608566417,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
12.6,0,0.3660749296657309,62.7194,15.0,4.612939716796001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
17.7,0,0.22644151036653887,95.041,18.0,4.615339707617051,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
14.15,0,0.568265265528923,82.4276,25.0,4.90476218202044,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
19.25,0,0.46776594665476845,52.7956,15.0,4.684670863981919,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
8.88,0,0.44261015185765323,151.7682,35.0,4.480905002199416,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
20.5,0,0.3202184283433433,40.2822,20.0,4.4053441084773,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0
12.857645184135976,0,0.3233563180835758,180.5976,37.0,7.615678011399211,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
13.5,0,0.41730152039229845,160.292,25.0,5.172044400132528,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
12.857645184135976,0,0.5245586531172571,224.4404,37.0,7.3902412140138525,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1
8.89,0,0.2092582752078131,101.7016,24.0,2.839045465961969,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
7.855,0,0.2244482811668272,188.5188,13.0,4.711743511795989,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
7.235,0,0.4251660306317058,116.0492,25.0,5.55291829126921,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
12.857645184135976,0,0.3913929501085671,165.4526,37.0,6.934084077199275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1
6.92,0,0.33775937847832405,60.5852,20.0,5.067854670552328,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
9.3,0,0.35090806649584566,90.8172,15.0,4.136790845960331,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
18.5,0,0.38443660779080063,132.1284,24.0,3.524964996610656,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
8.02,0,0.27083738650081457,154.5972,18.0,5.142535372477431,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0
9.195,0,0.3642593776826061,105.1622,15.0,5.366888379181138,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0
12.8,0,0.45015937564633135,105.5938,20.0,5.660452153159233,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
16.6,0,0.30228651375969695,177.6344,23.0,5.951559567972697,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
18.6,0,0.3401497235615797,246.3802,23.0,7.482609121804322,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
16.0,0,0.39329775189642385,226.8404,18.0,7.222184620190079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0
17.6,0,0.43500639617142006,160.692,18.0,5.296676360864299,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0
21.25,0,0.537572896837492,178.237,18.0,4.126279742771203,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0
7.235,0,0.4251392300464472,117.5492,18.0,5.55291829126921,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0
14.6,0,0.532999704317849,50.3692,15.0,4.801131774244309,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0
13.85,1,0.29625711164065865,161.521,13.0,5.437283511620884,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
13.65,1,0.41833324120073667,197.6426,13.0,5.997131756184851,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
12.857645184135976,0,0.3467272645341655,31.29,37.0,4.650837102199431,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
7.365,0,0.349141438499666,226.172,25.0,6.183222406067298,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
18.35,0,0.24147903776947888,223.5746,13.0,6.359912935793653,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0
18.6,0,0.5347530044535528,99.8358,15.0,5.514711540716342,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
13.85,0,0.31403424376694505,140.9154,15.0,5.372599269672905,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0
14.0,1,0.3923045148768173,154.5656,35.0,5.845303928792121,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
14.0,1,0.34738969637143347,54.764,35.0,5.0828638375232975,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
12.857645184135976,0,0.426107709691988,97.0094,37.0,5.447283206482688,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
5.905,0,0.3578842228324056,222.5456,13.0,6.246683874470148,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
7.27,0,0.414233236527125,114.2518,25.0,5.92220325435729,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
6.155,1,0.4557450595438139,214.556,25.0,5.9977835597219915,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
19.5,1,0.4265504393974488,233.4958,15.0,6.967317407636691,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0
15.2,0,0.2773191289504939,216.8824,15.0,6.031347939898802,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
12.15,1,0.34893675698499765,125.0046,13.0,5.401779294798334,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
12.857645184135976,0,0.2946400896590819,198.8084,37.0,7.0195017636624755,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
12.6,0,0.3658827697449685,61.9194,13.0,4.275164627060486,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
14.5,0,0.2690303029667383,164.821,18.0,5.646488258791421,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0
16.6,0,0.49720959221837524,173.0738,15.0,6.450954478006208,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
11.8,1,0.38568954293566526,151.4366,35.0,5.107358550517598,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
13.1,1,0.35345048911568194,178.8318,35.0,6.50600334641738,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
17.7,0,0.6633267917392874,115.1834,24.0,3.7471710627573693,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
12.3,1,0.4015564875933661,92.6804,20.0,4.775766854932454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0
11.8,0,0.4615330404897456,81.4618,24.0,3.153682509116583,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
12.857645184135976,1,0.5759102537884495,42.1112,37.0,2.3349219659549267,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
11.1,0,0.5610154142876973,157.4604,20.0,6.111958585894734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
12.857645184135976,1,0.3917789452861276,153.0656,37.0,7.149185773961811,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
11.3,0,0.19394035790141925,198.1426,20.0,4.752103328378812,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0
12.857645184135976,0,0.5045955811926521,117.944,37.0,3.4498488053255327,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5.75,1,0.4219180152645869,112.8176,35.0,5.119176309424646,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
12.857645184135976,1,0.3668775611382318,226.8062,37.0,6.772084822231701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
11.35,1,0.3561256237206177,100.0016,13.0,4.777188163773924,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
12.857645184135976,1,0.45493135864257994,165.7526,37.0,4.33401855393158,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14.0,0,0.30690585519133995,130.431,23.0,4.502831561200856,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
